bicCode,Country,City,Company
QTMU,United States,Lake Forest,QUANTUM FUEL SYSTEM LLC
RACU,Spain,BARCELONA,TRASMEDITERRANEA CARGO S.A.U.
RAEU,United States,"SAN JOSE, CA 95110","REACH AMERICA  ESG, LTD."
RAFU,Dominican Republic,SAN PEDRO DE MACORIS,PDAD PRODUCTOS DEL AIRE DOMINICANA SA
RAIU,Germany,APENSEN,RAINBOW CONTAINERS GMBH
RALU,Greenland,NUUK,ROYAL ARCTIC LINE A/S
RASU,Jordan,Amman,RASEEF CONTAINERS SERVICES LLC
RAVU,Colombia,BOGOTA,FLEXBOX COLUMBIA SAS
RAWU,China,QUANZHOU CITY,QUANZHOU RENJIAN ANTONG LOGISTICS CO LTD
RAYU,Netherlands,Willemstad,KNOW HOW TRADING B.V.
RBBU,Russian Federation,STERLITAMAK,BESED LLC
RBCU,Netherlands,ELSLOO,RB HOLDING B.V.
RBEU,Germany,MANNHEIM,RAT LOGISTICS GMBH
RBOU,Denmark,Alleroed,REEFERBOX CO
RCBU,United States,"SAN LEANDRO, CA 94577",BIGGE CRANE AND RIGGING CO
RCDU,Netherlands,ROTTERDAM,UNIT45 BV
RCIU,Italy,Assago,BRENNTAG SPA
RCLU,Netherlands,ROTTERDAM,R.M.I. CHEMICAL LOGISTICS BV
RCOU,Philippines,Paranaque City,"ROYAL CARGO, INC."
RCTU,United Kingdom,"BICESTER, OXFORDSHIRE OX26 6JP",DEFENCE CONTAINER MANAGEMENT SERVICE
RCXU,Netherlands,ROTTERDAM-BOTLEK,R.C.C  CONTAINERS BV
RDCU,Congo,KINSHASA,LIGNES MARITIMES CONGOLAISES (L.M.C)
RDHU,Germany,SEELZE,ELECTRONIC MATERIALS
RDKU,Kenya,Nairobi,YILMAZ COMPANY LTD
RDLU,Italy,MEDOLE (MN),RODELLA TRASPORTI SRL
RDMU,Egypt,PORT SAID,RODYMAR SHIPPING CO
RDRU,United States,"LIMA, OH 45801",ROEDER CARTAGE CO INC
RDXU,"Korea, Republic of",Seoul,"RADIX CO., LTD."
REAU,Brazil,SANTOS,ANDRADE & SANTOS LOCACAO DE MODULOS E IMPORTAÇÃO LTDA
REDU,United States,"WICHITA, KS-67217",SITEBOX STORAGE
REFU,Netherlands,ROTTERDAM,PETIT FORESTIER CONTAINER NEDERLAND BV
REGU,Singapore,Singapore,RCL FEEDER PTE LTD
RELU,United States,ALBUQUERQUE,RINCHEM EQUIPMENT LEASING
RETU,Spain,Pinto,REPARACIONES TECNICAS DE CONTENEDORES S.L.
REVU,United Kingdom,"ABINGDON, OXON",REVISS SERVICES (UK) LTD
REWU,Netherlands,OUD-BEIJERLAND,RENTAL WORLD HOLDING BV
REYU,Turkey,ÜSKÜDAR / ISTANBUL,REYSAS TASIMACILIK ve LOJISTIK TIC.LTD.STI.
RFBU,Germany,Hamburg,BIMICON CONTAINER SERVICE GMBH
RFCU,Singapore,Singapore,RAFFLES LEASE PTE Ltd.
RFLU,Netherlands,ROTTERDAM,R.M.I. CHEMICAL LOGISTICS BV
RFSU,United States,"SAN FRANCISCO, CA 94108",TEXTAINER EQUIPMENT MANAGEMENT LIMITED
RFTU,Russian Federation,VLADIVOSTOK,REFTERMINAL LTD
RFUU,Russian Federation,Moscow,REFAGROTRANS
RGAU,Australia,Ingleburn,RENEGADE GAS PTY LTD
RGCU,United States,"Medley, FL-33178",RAVA GROUP CONTAINER SERVICES
RGHU,HK,HONG KONG,RICH GLORY (HONG KONG) LIMITED
RGTU,Panama,PANAMA CITY,RIGTANK GLOBAL S.A.
RHAU,Russian Federation,CITY OF UFA (REPUBLIC OF BASHKORTOSTAN),LLC RAILGO
RHNU,Russian Federation,VLADIVOSTOK,"LIMITED LIABILITY COMPANY ""VENTEK"""
RHTU,Belgium,EUPEN,TRANSPORT ROGER HEINEN
RIBU,Spain,Ribarroja del Turia (Valencia),RIBARROJA STATION S.L.
RICU,Germany,MOERS,RINNEN GMBH & CO KG
RIEU,Netherlands,Oosterhout,OOSTERHOUT CONTAINER TERMINAL
RIGU,United Kingdom,LONDON SW19 7QD,CARGOSTORE WORLDWIDE TRADING LIMITED
RIIU,Italy,GENOVA,RINA SERVICES S.P.A.
RILU,Germany,BREMEN,ZEAMARINE CARRIER GMBH
RINU,Germany,MOERS,HERMANN RINNEN JUNIOR
RIVU,Italy,MILANO,RIVOIRA OPERATIONS
RJCU,Colombia,BOGOTA,FLEXBOX COLUMBIA SAS
RKHU,Japan,TOYAMA,RIN KAGAKU KOGYO CO LTD
RKNU,Russian Federation,SAINT PETERSBOURG,ROKONORD LTD
RKSU,Russian Federation,NOVOSIBIRSK,"LLC ""RUSKITSOYUZ LK"""
RLCU,United Kingdom,"BICESTER, OXFORDSHIRE OX26 6JP",DEFENCE CONTAINER MANAGEMENT SERVICE
RLSU,India,NAVI MUMBAI,RR SHIPPING PRIVATE LIMITED
RLTU,Singapore,Singapore,RAFFLES LEASE PTE Ltd.
RMCU,United Kingdom,CHESHIRE CW11 1BA,MULTISTAR LEASING LTD
RMGU,United States,"Fort Lauderdale, FL 33316","RESOLVE MARINE GROUP, INC."
RMMU,Denmark,HOJBJERG,EMERSON CLIMATE TECHNOLOGIES
RMSU,Spain,REUS,"TRANSPORTS F.RAMOS,S.L"
RMTU,Netherlands,ROTTERDAM,R.M.I. CHEMICAL LOGISTICS BV
RNMU,Portugal,VILA NOVA FAMALICAO,RNM TRANSPORTE QUIMICOS LDA
ROAU,United States,"HOUSTON, TX-77035",ROAM GLOBAL SOLUTIONS LLC
ROBU,Italy,NAPLES,ROBERTO BUCCI S.P.A
ROCU,Germany,Bremen,ROLAND UMSCHLAGSGESELLSCHAFT
RODU,Mauritius,PORT LOUIS,MAURITIUS SHIPPING CORPORATION LTD
ROEU,Germany,HAMBURG,CONTAINERHANDEL CARSTEN ROEHE GMBH
RONU,China,TIANJIN,"IRONG SHIPPING (TIANJIN) CO.,LTD."
ROSU,Germany,DURMERSHEIM,ROOS SPEDITION GMBH
ROUU,France,ARQUES,ITA ROUTE
ROXU,Israel,HAIFA,EMCO MARINE LTD /  CONTAINERS DPT.
RPBU,Netherlands,TILBURG,GVT INTERMODAL FREIGHTMANAGEMENT B.V.
RPCU,Russian Federation,ST PETERSBURG,TIC PETERSBURG LTD
RPGU,United States,BUFFALO,GROWTECH INDUSTRIES LLC
RPUU,United Kingdom,Sevenoaks,WINCH ENERGY
RRIU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
RRMU,Germany,HAMBURG,REMAIN GMBH CONTAINER DEPOT AND REPAIR
RRPU,Portugal,Pinheiros-Leiria,RESPOL RESINAS S.A.
RRRU,Norway,LILLESTROM,REBLOCK CONTAINER AS.
RRSU,Netherlands,ROTTERDAM,ARCTIC REEFER SERVICE & REPAIR B.V
RRXU,Netherlands,ROTTERDAM,PETIT FORESTIER CONTAINER NEDERLAND BV
RSBU,Germany,COLOGNE,RSB LOGISTIC PROJEKSPEDITION GMBH
RSCU,Egypt,PORT SAID,RED SEA NAVIGATION CO.
RSEU,Netherlands,ROTTERDAM,REEFER SALES EUROPE BV
RSFU,United Arab Emirates,PO BOX 112076 - 009714 DUBAI,RSL FREIGHT CO LLC
RSGU,Latvia,RIGA,SIA REAL INVESTMENT
RSIU,Japan,Tokyo,"RASA INDUSTRIES, LTD."
RSLU,New Zealand,AUCKLAND,MATSON SOUTH PACIFIC LTD
RSPU,China,SHANGHAI,"REACH HOLDING GROUP (SHANGHAI) CO.,LTD"
RSSU,Australia,GORDON,ROYAL WOLF TRADING AUSTRALIA PTY LTD
RSTU,Netherlands,ROTTERDAM,UNIT45 BV
RSVU,Russian Federation,Moscow,JSC REFSERVICE
RSXU,Samoa,APIA,RS PIONEER NAVIGATION LTD.
RTAU,Ukraine,KYIV,ROBOTANKS
RTBU,Germany,Friedrichsdorf,RTSB GMBH
RTGU,Russian Federation,ORENBURG,TEHGAZ LLC
RTHU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
RTMU,Netherlands,BERGENKOEK,ROTTERDAM TANKCONTAINERS LEASING
RTSU,Germany,MUNICH,ROBERT KUKLA GMBH
RTTU,"Taiwan, China",TAICHUNG COUNTY,RASA TECHNOLOGY TAIWAN LTD
RTVU,Netherlands,ROTTERDAM,DAILY RENTAL SERVICES BV
RUBU,Italy,MONOPOLI BA,RUBINO RS S.R.L.
RUNU,Reunion,LE PORT CEDEX,GEOTRANS
RURU,Estonia,TALLIN,EESTI CHEM OU
RUSU,Russian Federation,ST PETERSBURG,BALTICA TRANS
RVHU,India,GANDHIDHAM,RAMA VESSEL HANDLERS PVT LTD
RWAU,India,CHENNAI,TRISTAR CONTAINER SERVICES (ASIA) PVT. LTD.
RWLU,Australia,GORDON,ROYAL WOLF TRADING AUSTRALIA PTY LTD
RWTU,Australia,GORDON,ROYAL WOLF TRADING AUSTRALIA PTY LTD
RWYU,Russian Federation,Aldan,AO AK ZHELEZNYE DOROGI YAKUTII
RYCU,Netherlands,SPIJKENISSE,C.A.K DE RIJKE BV
RYDU,China,QINGDAO,"QINGDAO RUIYUAN DATONG CONTAINER CO., LTD"
RYLU,China,Beijing,BEIJING RUI LI HENG YI LOGISTICS TECHNOLOGY PLC
RZDU,Russian Federation,MOSCOW,PJSC TRANSCONTAINER
SABU,India,RATADIYA,SOLARIS CHEMTECH INDUSTRIES LTD.
SACU,Norway,LYSAKER,WALLENIUS WILHELMSEN LOGISTICS AS
SAEU,France,SAINT-DENIS,EDF
SAIU,Italy,LOCATE DI TRIULZI MI,STAR S.P.A.
SAJU,United Arab Emirates,"BUR DUBAI, DUBAI",GOODRICH MARITIME LLC
SALU,Netherlands,Rotterdam,NTC TANK CONTAINER SERVICES BV
SAMU,Bangladesh,Dhaka,SAMUDA CHEMICAL COMPLEX LIMITED
SANU,Iceland,REYKJAVIK,SAMSKIP HF
SAOU,Switzerland,BERNE,ARMASUISSE
SATU,Italy,"PIOLTELLO, MI",DSV SPA
SAVU,Italy,RAVENNA,SAR TRASPORTI SCPA
SAXU,HK,"JORDAN, KOWLOON",NOBLE CONTAINER LEASING LIMITED
SAZU,United Kingdom,IPSWICH IP1 1XF,SEVEN ASSET LTD
SBAU,HK,"KWUN TONG, HONG KONG",SEIBOW LOGISTICS LIMITED
SBGU,United States,"JACKSONVILLE, FL 32256",SEA STAR LINE LLC
SBHU,Oman,LIWA,C. STEINWEG OMAN LLC
SBIU,United States,"CINNAMINSON, NJ 08077, New Jersey","SEA BOX, INC"
SBKU,United Kingdom,BRIGHTON-LE-SANDS / LIVERPOOL,SEABROOK TANK SERVICES LTD
SBOU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SBPU,India,Ahmedabad,SATYESH BRINECHEM PRIVATE LIMITED
SBSU,Cyprus,LIMASSOL,SBS CONTAINERS LIMITED
SBTU,Russian Federation,Moscow,ООО SIBTRANS
SBVU,Austria,BURS,SCHEIER BRENNSTOFFE UND BEGRUNUNGSTECHNIK GMBH
SCBU,Sweden,Gothenburg,SCANDI BULK AB
SCCU,Norway,Fornebu,SHARKCAGE AS
SCDU,United Kingdom,"LANCASHIRE, BB1 3BD",GB TECHNICAL COATINGS LIMITED
SCEU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SCFU,Australia,Adelaide,SCF GROUP
SCHU,Italy,CASTELLO D'AGOGNA PV,SYNTHESIS CHIMICA S.R.L.
SCKU,Belgium,MOL,SCK-CEN
SCLU,Singapore,Singapore,SMART CONTAINER LINES PTE LTD
SCMU,Denmark,Copenhagen,MAERSK A/S
SCNU,Norway,NESTTUN,SEA- CARGO AS
SCPU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SCQU,Lithuania,KLAIPEDA,SEA CONNECT UAB
SCSU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
SCVU,Poland,Wroclaw,SECORA CONTAINERS SP. Z O.O.
SCXU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SCZU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SDDU,United States,"WOODCLIFF LAKE, N.J. 07677",SEACUBE CONTAINERS LLC
SDIU,France,Saint-Vulbas,TREDI
SDLU,Chile,Santiago,SODIMAC S.A.
SDMU,Japan,takasaki  city gunnma,MARS COMPANY
SDNU,Netherlands,Landsmeer,SEDNA CONTAINERS B.V.
SDOU,United States,"San Francisco, CA 94111",SPINNAKER EQUIPMENT SERVICES INC.
SDUU,Netherlands,Den haag,SDW SHIPPING BV
SDWU,Netherlands,MOERDIJK,FRANS DE WIT INTERNATIONAL BV
SEAU,United States,"FLORHAM PARK, NJ 07932",SEALAND
SEBU,Netherlands,ROTTERDAM-VONDELINGPLAAT,ACTIVE CONTAINERS SERVICES BV
SECU,Netherlands,Rotterdam,EUROTAINER SA
SEDU,Germany,EUSKIRCHEN,SCHENKER (DEUTSCHLAND) AG
SEEU,United Kingdom,"FALMOUTH, CORNWALL",FUGRO GEOSERVICES
SEFU,United States,"JACKSONVILLE, FL 32225",CROWLEY CARIBBEAN SERVICES LLC
SEGU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SEIU,Ukraine,Kyiv,TOV SOLEXIM
SEKU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SELU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SEMU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SESU,United States,"San Francisco, CA 94111",SPINNAKER EQUIPMENT SERVICES INC.
SETU,France,PIERRELATTE,ORYS TRICASTIN
SEUU,United Kingdom,Stonehaven,STONEHAVEN ENGINEERING LTD
SEVU,Italy,ATESSA-CH,SEVEL SPA SOCIETA EUROPA
SEXU,Norway,FJELLSTRAND,CONTAINER NORWAY AS
SEYU,Seychelles,"VICTORIA, MAHE",SEYCHELLES PETROLEUM COMPANY LTD
SFBU,Germany,HANNOVER,SOLVAY FLUOR GMBH
SFEU,United States,"OAKLAND, CA 94607",SF ENTERPRISES
SFFU,Belgium,EKEREN,ACB AGENCIES
SFIU,Mauritius,Pointe aux sables,SFI TRANSIT
SFRU,Belgium,WOMMELGEM,SCANFOR BVBA
SFSU,Belarus,Minsk,"CJSC ""SEAFOOD-SERVICE"""
SFUU,"Taiwan, China","SHAN-HUA, TAINAN","SAN FU CHEMICAL CO, LTD"
SGAU,France,VERSAILLES,MINISTERE DE LA DEFENSE (DCSID)
SGBU,Malaysia,SENAI JOHOR,SOUTHERN INDUSTRIAL GAS SDN BHD
SGCU,Switzerland,PARADISO - LUGANO,SOGECO INTERNATIONAL SA
SGIU,United Kingdom,"NEWBRIDGE, EH28 8TG - SCOTLAND",SCOTLAND GAS NETWORKS
SGKU,Kenya,MOMBASA,SYNERGY GASES (K) LTD
SGLU,India,CHENNAI - TAMIL NADU,SICGIL INDUSTRIAL GASES LTD
SGMU,Turkey,ISTANBUL,SIGMA DENIZCILIK KONT.VE.LOJ.SANT.TIC.
SGNU,Italy,CAORSO PC,SOGIN SPA
SGPU,Singapore,Singapore,SSB CRYOGENIC EQUIPMENT PTE LTD
SGRU,Switzerland,PARADISO - LUGANO,SOGECO INTERNATIONAL SA
SGSU,New Zealand,Rolleston West,SOUTHERN GAS SERVICES LIMITED
SGTU,Luxembourg,LUXEMBOURG,SERLUX
SHCU,China,Huinan TOWN,SHANGHAI STAR HOUSE CO . LTD
SHEU,Netherlands,ZOETERMEER,SHL OFFSHORE CONTRACTORS BV
SHKU,India,CHENNAI,SEA HAWK LINES PVT LIMITED
SHLU,Netherlands,SPIJKENISSE,SMITH-HOLLAND BV
SHMU,Japan,HIGASHIOSAKA,SACHEM JAPAN GODO KAISHA
SHNU,Germany,HEILBRONN,KARL SCHMIDT SPEDITION GMBH & CO KG
SHOU,United States,"MCKINNEY, TX 77380",SHIPPER OWNED CONTAINER LLC
SHSU,Russian Federation,Blagoveshchensk (Amur region),"LLC ""TEKHGAZ"""
SHTU,Albania,Tirana,SHEGA TRANS SHA
SHVU,Belgium,Berchem,PRIMA LNG
SIAU,Italy,BERGAMO  BG,SIAD SOCIETA ITALIANA ACETILENE & DERIVATI SPA
SIBU,Netherlands,HILVARENBEEK,GE SIMONS INTERNATIONAL TRANSPORT BV
SICU,Seychelles,Mahe,SUNRISE CONTAINER SERVICE CO. LTD
SIDU,Germany,DUISBURG,CHEMIKALIEN UND FLUESSIGKEITSTRANSPORTE A. SIEPMANN GMBH
SIEU,Bermuda,HAMILTON,SOMER S ISLE SHIPPING LTD
SIFU,Netherlands,Moerdijk,NEWPORT EUROPE B.V.
SIIU,India,MUMBAI,THE SHIPPING CORPORATION OF INDIA LTD
SIKU,Singapore,Singapore,SAMUDERA SHIPPING LINE LTD
SILU,United Kingdom,London,SUN INTERMODAL LIMITED
SIMU,China,SHANGHAI,"SHANGHAI SAFE-TRANSPORT CHEMICAL LOGISTICS CO.,LTD"
SINU,Germany,LEER,BBC CHARTERING GMBH - AS AGENTS
SIPU,Indonesia,JAKARTA,PT PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN
SIRU,Russian Federation,"NOVOSIBIRSK,",OOO VED CONTACT
SISU,Germany,Barsbüttel,ELBTAINER TRADING GMBH
SITU,HK,WANCHAI,SITC CONTAINER LINES CO LTD
SJIU,Indonesia,SURABAYA,PT. SINARJAYA INTIMPERKASA
SJKU,India,MUMBAI,SARJAK CONTAINER LINES PVT LTD
SJRU,China,SUZHOU,"SUZHOU CRYSTAL CLEAR CHEMICAL CO,LTD"
SJUU,United Kingdom,WALSALL,S JONES CONTAINERS LTD
SKAU,United States,"BRENTWOOD, NH-03833",SKAFF CRYOGENICS INC
SKBU,Sweden,OSKARSHAMN,SWEDISH NUCLEAR FUEL AND WASTE MANAGEMENT
SKCU,United Kingdom,STAFFORDSHIRE,ALE HEAVYLIFT LIMITED
SKHU,"Korea, Republic of",SEOUL,SINOKOR MERCHANT MARINE CORP
SKIU,United Kingdom,Marlow (Buckinghamshir),BLUE SKY INTERMODAL (UK) LTD
SKLU,"Korea, Republic of",SEOUL,SINOKOR MERCHANT MARINE CORP
SKMU,Slovakia,TRNAVA,MUTTI SRO
SKNU,Norway,Oslo,KUEHNE + NAGEL AS
SKRU,"Korea, Republic of",SEOUL,SINOKOR MERCHANT MARINE CORP
SKYU,United States,"SAN FRANCISCO, CA 94105",CAI INTERNATIONAL
SLBU,France,CLAMART,ETUDES ET PRODUCTION SCHLUMBERGER
SLCU,Singapore,SINGAPORE,SPECTRA TANKTAINER LOGISTICS PTE. LTD
SLEU,United States,"San Francisco, CA 94111",SPINNAKER EQUIPMENT SERVICES INC.
SLHU,Singapore,SINGAPORE,SEA LLOYD SHIPPING LINES PTE LTD
SLJU,Netherlands Antilles,"WILLEMSTAD, CURACAO,",SEALEASE N.V.
SLLU,Singapore,Singapore,SEA-LAND LOGISTICS ENTERPRISES PTE LTD
SLPU,Singapore,Singapore,SEAGULL CONTAINER SERVICES PTE. LTD.
SLRU,Poland,Mielec,SILVA LS SP. Z O.O.
SLSU,United States,"San Francisco, CA 94111-2602",SPINNAKER LEASING CORPORATION
SLTU,Portugal,FUNCHAL-MADEIRA,SCM LINES TRANSPORTES MARITIMOS
SLWU,Canada,Richmond,SALTWORKS TECHOLOGIES INC
SMAU,Poland,BANINO,SMART CONTAINERS KAMIL BIESZK
SMCU,"Korea, Republic of","Busan,",SM CONTAINER LINES
SMDU,United States,"ST PAUL, MN 55144-1000",3M COMPANY
SMEU,United Kingdom,Newry,SMET BUILDING PRODUCTS LIMITED
SMHU,Netherlands,MAASDIJK,STAALDUINEN LOGISTICS
SMIU,Angola,LUANDA,ANGOLANA DA NAVEGACAO
SMLU,United States,"MIAMI, FL 33166",SEABOARD MARINE LTD
SMPU,Netherlands,AMSTERDAM,SCS MULTIPORT B.V.
SMQU,"Taiwan, China","TAIPEI CITY,",SMQ LTD
SMRU,France,SETE,SOCIETE DE MAINTENANCE ET
SMSU,Indonesia,JAKARTA,PT.SULAWESI MINING INVESTMENT
SMTU,China,Longyan,"SEMIMATEX CO.,LTD"
SMUU,France,MARSEILLE CEDEX 02,CMA-CGM
SNAU,Norway,STAVERN,SMARTLAGER NORGE AS
SNBU,China,SHANGHAI,"SINOTRANS CONTAINER LINES CO.,LTD."
SNCU,China,BEIJING,INTERNATIONAL CONTAINER LEASE INC
SNDU,United States,"Berlin, WI 54923",CANDO LOGISTICS LLC
SNFU,France,ANDREZIEUX CEDEX,SNF S.A.S
SNGU,Germany,HAMBURG,SINOTRANS (GERMANY) GMBH
SNHU,China,SHANGHAI,"SINOTRANS CONTAINER LINES CO.,LTD."
SNIU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
SNSU,Germany,BREMEN,SLOMAN NEPTUNE SCHIFFAHRTS - AG
SNTU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
SNUU,Netherlands,ALPHEN AAN DEN RIJN,SITA TRANSPORT BV
SOAU,Barbados,ST MICHAEL,SOL AVIATION SERVICES LIMITED
SOBU,Austria,LEOBENDORF,SOBOLAK INTERNATIONAL GMBH
SOCU,Italy,GENOVA  GE,STAR SERVICE SRL
SOEU,China,HANGZHOU,HANG ZHOU ZHE SHANG INDUSTRY TRADING
SOFU,France,MARSEILLE CEDEX 02,CMA-CGM
SOIU,HK,Hong Kong,SHANDONG OCEAN INTERNATIONAL (HONG KONG) LIMITED
SOKU,Italy,CHERASCO (CN),SICOM S.P.A
SOLU,Italy,MONZA (MB),C.T.S  SRL
SOMU,France,LE LAMENTIN CEDEX 2,SOMAL
SOTU,France,Montereau Fault Yonne,SOLETANCHE BACHY INTERNATIONAL
SOUU,Mauritius,Ebene,SOUILLAC INDUSTRIES LTD.
SOXU,Singapore,Singapore,AIR LIQUIDE SINGAPORE PRIVATE LIMITED
SPBU,United States,"Scottsboro, AL 35769",SOUTHWEST CONTAINER SOLUTIONS
SPCU,China,SHANGHAI,SHANGHAI HAI HUA SHIPPING CO LTD
SPDU,Poland,LODZ,SPEDYCJA POLSKA  SPEDCONT SPOLKA ZO.O.
SPEU,China,GUANGDONG,CIMC CONTAINERS HOLDING COMPANY LTD
SPHU,Reunion,ST PIERRE,SPHB
SPIU,France,Saint Philibert,SAS SPINDRIFT
SPKU,United States,"San Francisco, CA 94111-2602",SPINNAKER LEASING CORPORATION
SPLU,Barbados,BRIDGETOWN BB11144,SEACO SRL
SPNU,Indonesia,SURABAYA,PT SALAM PACIFIC INDONESIA LINES
SPPU,India,GUJARAT,SHIVA PHARMACHEM LTD
SPTU,Netherlands,PAPENDRECHT,SCHENK-PAPENDRECHT BV
SPWU,United Kingdom,"RAINHAM, ESSEX RM13 8EU",ICS TERMINALS (UK) LIMITED d/b/a SPACEWISE
SRAU,France,LILLE CEDEX,ENDEL SRA
SRBU,United States,"LONG BEACH, MS 39560",LEIDOS
SRCU,Sweden,GOTHENBURG,NORDIC BULKERS AB
SREU,Belgium,WOLVERTEM,SARENS NV
SRGU,Norway,TANAGER,ROSI INVEST A/S
SRLU,"Korea, Republic of",Seoul,"SUPER RACK CO., LTD"
SRPU,Turkey,ISTANBUL,SARP INTERMODAL HIZMETLERI AS
SRSU,United Kingdom,"LONDON, WC1A 1HB",SKYROS MARITIME CORPORATION C/O ANDROS MARITIME AGENCIES LTD
SRTU,Italy,NARNI SCALO (TR),SE.TRA.S. SRL
SSBU,United Arab Emirates,DUBAI,SPECIALIST SERVICES LLC
SSCU,China,SHANGHAI,SHANGHAI SHOWA CHEMICALS CO.LTD
SSDU,"Korea, Republic of",SEOUL,"SASCO INTERNATIONAL SHIPPING CO,LTD"
SSFU,Russian Federation,KHOLMSK,JSC SAKHALIN SHIPPING COMPANY LT
SSGU,Russian Federation,SURGUT,SURGUTNEFTEGAS PJSC
SSLU,Singapore,Singapore,SEA-LAND LOGISTICS ENTERPRISES PTE LTD
SSMU,India,Mumbai,AVANA LOGISTEK LIMITED
SSRU,Brazil,ITAJAI-SANTA CATARINA,SSREEFER-SOLUCOES EM SERVICOS REEFER LTDA
SSSU,United Arab Emirates,DUBAI,SEA SANDS SHIPPING L.L.C
SSWU,China,GUIYANG CITY,"NANTONG CIMC SPECIAL LOGISTICS EQUIPMENT DEVELOPMENT CO., LTD."
SSXU,Russian Federation,Saint-Petersburg,SAMSON SERVICE LLC
STBU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
STCU,France,FUVEAU,FT MARINE SAS
STFU,Russian Federation,Novorossiysk,"""STANDART-F"" LLC"
STGU,"Taiwan, China",TAIPEI,SHOWA SPECIALTY GAS (TAIWAN) CO LTD
STJU,United States,"Freeport, NY 11520",SCHENKER INC.
STKU,Japan,SENDAI,SANTOKU CHEMICAL INDUSTRIES CO. LTD
STLU,United Arab Emirates,DUBAI,SHIPPING TRADING &LIGHTERAGE CO (STALCO)
STMU,France,MARSEILLE CEDEX 02,CMA-CGM
STNU,France,VIENNE CEDEX,SAMATAINERS
STRU,United States,"JACKSONVILLE, FL 32256",SEA STAR LINE LLC
STUU,Netherlands,GOUDA,STUBBE B.V.
STVU,Italy,Viggiano,SUPERCONSORZIO TRASPORTI LUCANI
STWU,Italy,POSSAGNO (TV),SETTENTRIONALE TRASPORTI SPA
STXU,United States,MONTCLAIR,STAXXON LLC
STZU,Spain,Humanes de Madrid,SETOLAZAR ENERGIA Y MEDIOAMBIANTE
SUDU,Denmark,Copenhagen,MAERSK A/S
SUGU,Australia,VICTORIA,SUPAGAS PTY LTD
SUIU,Switzerland,FRENKENDORF,SWISSTERMINAL AG
SUMU,China,SHANGHAI,SUMISHO GLOBAL LOGISTICS (CHINA) CO LTD
SUNU,Japan,TOKYO,NICHIRIN GROUP CO
SUTU,United Kingdom,"WIDNES, CHESHIRE",SUTTONS INTERNATIONAL LTD
SUZU,"Virgin Islands, British",TORTOLA,SUREZING CONTAINER INTERNATIONAL LTD
SVDU,Netherlands,GENEMUIDEN,SAMSKIP MULTIMODAL BV
SVGU,Netherlands,Westdorpe,SWAGEMAKERS INTERMODAAL TRANSPORT
SVKU,Finland,RAJAMAKI,SUOMEN VUOKRAKONTTI OY
SVMU,Netherlands,BEVERWIJK,SCHAVEMAKER LOGISTICS B.V
SVNU,Slovenia,LJUBLJANA,MINISTRY OF DEFENCE REPUBLIC OF SLOVENIA
SVSU,Cyprus,NICOSIA,MLI- MEDITRANNEAN LOGISTICS INVESTIMENTS LTD
SVWU,Germany,BREMEN,CHS CONTAINER HANDEL GMBH
SWCU,Switzerland,GWATT,SWISSCONTAINER AG
SWEU,Netherlands,ROTTERDAM,DEN HARTOGH LIQUID LOGISTICS BV
SWFU,China,TIANJIN,SWIFT TRANSPORT INTERNATIONAL LOGISTICS PTE .LTD
SWLU,Netherlands,ROTTERDAM,SAMSKIP MCL BV
SWPU,Denmark,BRANDE,SIEMENS WIND POWER A/S
SWSU,Switzerland,GENEVE,SWISS WATER POWER INTERNATIONAL S.A.
SWTU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
SXOU,Singapore,Singapore,STELLA EXPRESS (SINGAPORE) PTE LTD
SXRU,Russian Federation,Ulyanovsk,SOLAR EXPRESS LLC
SXSU,Italy,BOLLATE (MI),SOLVAY SPECIALTY POLYMERS ITALY SPA
SXXU,Germany,Berlin,KIRSEN GLOBAL SECURITY GMBH
SYBU,China,Zhenjiang,"JIANGSU XINYUE ASPHALT HI-TECH CO.,LTD"
SYGU,China,Shenyang,"SHENYANG SHIYUAN ENERGY CO., LTD."
SYPU,"Korea, Republic of","DONGNAM-GU, CHEONAN-SI",SAMYOUNG PURE CHEMICALS CO LTD
SZAU,Congo,KINSHASA,SAFRICAS/ SAFGAZ
SZDU,Germany,HAMBURG,VICONT TRADING GMBH
SZLU,United States,"WOODCLIFF LAKE, N.J. 07677",SEACUBE CONTAINERS LLC
SZRU,Russian Federation,MOSCOW,LLC SYNTEZRAIL
